"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","data"
"27","Índios, Pescadores, Quebradoras de Côco. Todos ocupando o Planalto contra a #PEC55 #oPovoDecide #OcupaTudo #OcupaPlanalto #GreveGeral",FALSE,0,NA,2016-11-22 18:35:02,FALSE,NA,"801131893945147392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","camilachilelli",0,FALSE,FALSE,NA,NA,2016-11-22
"28","RT @CUT_Brasil: O povo não pode ficar de fora de uma decisão tão importante como essa da #PEC55. Por isso, Referendo já!
Use a tag #oPovoDe…",FALSE,0,NA,2016-11-22 18:34:04,FALSE,NA,"801131649702490112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PatricioHerick",71,TRUE,FALSE,NA,NA,2016-11-22
"29","RT @LindbergFarias: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Part…",FALSE,0,NA,2016-11-22 18:33:47,FALSE,NA,"801131578030231553",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PauloST16",155,TRUE,FALSE,NA,NA,2016-11-22
"30","RT @CUT_Brasil: O povo não pode ficar de fora de uma decisão tão importante como essa da #PEC55. Por isso, Referendo já!
Use a tag #oPovoDe…",FALSE,0,NA,2016-11-22 18:33:32,FALSE,NA,"801131514708848640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PauloST16",71,TRUE,FALSE,NA,NA,2016-11-22
"31","RT @PTnaCamara: Reação de alguém que acaba de descobrir o que é a #PEC55 e quais as suas consequências para os direitos da sociedade

#oPov…",FALSE,0,NA,2016-11-22 18:33:16,FALSE,NA,"801131450007289860",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nuriadeoliveira",8,TRUE,FALSE,NA,NA,2016-11-22
"32","RT @BohnGass: Ilegítimo e conivente c/ a corrupção, Temer ñ pode ter poder algum sobre o futuro do Brasil. #PEC55 #oPovoDecide",FALSE,0,NA,2016-11-22 18:33:10,FALSE,NA,"801131425202176000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PauloST16",69,TRUE,FALSE,NA,NA,2016-11-22
"33","RT @iury_belchior: @Sen_Cristovam golpista, traidor da educação, vai votar a favor da #PEC55 . #OPovoDecide e já decidiu pela morte polític…",FALSE,0,NA,2016-11-22 18:32:43,FALSE,NA,"801131312459501572",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gubertcarol",1,TRUE,FALSE,NA,NA,2016-11-22
"34","RT @BohnGass: Ilegítimo e conivente c/ a corrupção, Temer ñ pode ter poder algum sobre o futuro do Brasil. #PEC55 #oPovoDecide",FALSE,0,NA,2016-11-22 18:31:28,FALSE,NA,"801130995802054656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","M_lhamasam",69,TRUE,FALSE,NA,NA,2016-11-22
"35","RT @enioverri: Quem paga o pato com a #PEC55 é o Povo. Não taxam grandes fortunas, o governo prefere tirar de quem tem menos #OPovoDecide",FALSE,0,NA,2016-11-22 18:31:02,FALSE,NA,"801130888415342592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PauloST16",93,TRUE,FALSE,NA,NA,2016-11-22
"36","@Sen_Cristovam golpista, traidor da educação, vai votar a favor da #PEC55 . #OPovoDecide e já decidiu pela morte política desse canalha!",FALSE,3,"Sen_Cristovam",2016-11-22 18:31:00,FALSE,NA,"801130877455630336","20242549","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iury_belchior",1,FALSE,FALSE,NA,NA,2016-11-22
"37","RT @LindbergFarias: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Part…",FALSE,0,NA,2016-11-22 18:30:50,FALSE,NA,"801130837781540864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9deazevedo",155,TRUE,FALSE,NA,NA,2016-11-22
